"","Name","Line.1","Line.2","Town","County","Postcode","full_add","latitude","longitude"
"179","Bengal Spice Euro Limited T/A Cafe Grill Restaurant","35 Brick Lane","","London","Greater London","E1 6PU","35 Brick Lane  E1 6PU London Greater London",51.51833215,-0.071453177856977
"180","Joanna's Restaurant","56 Westow Hill","","London","Greater London","SE19 1RX","56 Westow Hill  SE19 1RX London Greater London",51.4195257,-0.0805531019384861
"181","Pastaio Restaurant ","19 Ganton Street","","London","Greater London","W1F 9BN","19 Ganton Street  W1F 9BN London Greater London",51.5133973,-0.1380333
"182","The Coach & Horses","Burnhill Road","","Beckenham","Greater London","BR3 3LA","Burnhill Road  BR3 3LA Beckenham Greater London",51.4062986,-0.0265166
"183","Duchess Belle Ltd","101 Battersea Park Road","","London","Greater London","SW8 4DS","101 Battersea Park Road  SW8 4DS London Greater London",51.479206,-0.142504
"184","Griffin Belle Ltd","8 Wyvil Road","","London","Greater London","SW8 2TH","8 Wyvil Road  SW8 2TH London Greater London",51.4816929,-0.125608301180254
"185","FITZROVIA BELLE LTD","174 Tottenham Court Road","","London","Greater London","W1T 7NT","174 Tottenham Court Road  W1T 7NT London Greater London",51.52248605,-0.135778653240445
"186","The Chipping Forecast","29 All Saints Road","","London","Greater London","W11 1HE","29 All Saints Road  W11 1HE London Greater London",51.5184075,-0.20429
"187","Aromas tandoori restaurant","172 Forest Lane","","London","Greater London","E7 9BB","172 Forest Lane  E7 9BB London Greater London",51.546471,0.0071448
"188","H Z RESTAURANT LTD","44 Belsize Lane","","London","Greater London","NW3 5AR","44 Belsize Lane  NW3 5AR London Greater London",51.5464344,-0.1749576
"189","La Petite Bretagne Hammersmith","5 Beadon Road","","London","Greater London","W6 0EA","5 Beadon Road  W6 0EA London Greater London",51.493154,-0.2247206
"190","Leo's Cafe","12 Stoke Newington Road","","London","Greater London","N16 7XN","12 Stoke Newington Road  N16 7XN London Greater London",51.5506168,-0.0751157
"191","Yen burger","1b","Southwark Street","London","Greater London","SE1 1RQ","1b Southwark Street SE1 1RQ London Greater London",51.5046985,-0.0915425
"192","Havet Restaurant","195-197","High Street","Bromley","Greater London","BR1 1NN","195-197 High Street BR1 1NN Bromley Greater London",51.4040746,0.0151084764277865
"193","K and K Hotel George","1-15","Templeton Place","London","Greater London","SW5 9NB","1-15 Templeton Place SW5 9NB London Greater London",51.49228085,-0.195381666464632
"194","Amba's Kitchen Restaurant","177-179","Brighton Road","South Croydon","Greater London","CR2 6EG","177-179 Brighton Road CR2 6EG South Croydon Greater London",51.3564377,-0.0975307
"195","Ceylon Diner London Limited","3 Lower Grosvenor Place","","London","Greater London","SW1W 0EJ","3 Lower Grosvenor Place  SW1W 0EJ London Greater London",51.4980865,-0.1443927
"196","Real Beijing Restaurant Ltd","46 Gerrard Street","","London","Greater London","W1D 5QH","46 Gerrard Street  W1D 5QH London Greater London",51.5120223,-0.1301296
"197","SMD CONCEPTS LTD T/A BOMBAY BUSTLE","29 Maddox Street","","London","Greater London","W1S 2PA","29 Maddox Street  W1S 2PA London Greater London",51.5129193,-0.1421196
"198","Mama Shelter London","419-437","Hackney Road","London","Greater London","E2 8PP","419-437 Hackney Road E2 8PP London Greater London",51.53209755,-0.0616742072428918
"199","Ham Yard Hotel ","1 Ham Yard","","London","Greater London","W1D 7DT","1 Ham Yard  W1D 7DT London Greater London",51.5108399,-0.1346273
"200","Curry Mahal Restaurant","372-374","Northolt Road","Harrow","Greater London","HA2 8ES","372-374 Northolt Road HA2 8ES Harrow Greater London",51.5600837,-0.3588034
"201","Babbo Restaurants Limited","39 Albemarle Street","","London","Greater London","W1S 4JQ","39 Albemarle Street  W1S 4JQ London Greater London",51.50864335,-0.141762230836679
"202","Jinjuu Soho Limited","15 Kingly Street","","London","Greater London","W1B 5PS","15 Kingly Street  W1B 5PS London Greater London",51.51273475,-0.139215384212814
"203","Subway Store (Borough High Street)","65 Borough High Street","","London","Greater London","SE1 1NF","65 Borough High Street  SE1 1NF London Greater London",51.5059681,-0.0884908
"204","Subway (Sedley Place)","3-4 Sedley Place","","London","Greater London","W1C 2HA","3-4 Sedley Place  W1C 2HA London Greater London",51.5144025,-0.1481328
"205","Subway (Praed Street)","147 Praed Street","","London","Greater London","W2 1RL","147 Praed Street  W2 1RL London Greater London",51.5162347,-0.174190002083242
"206","Texas Joe's Slow Smoked Meats","8-9","Snowsfields","London","Greater London","SE1 3SU","8-9 Snowsfields SE1 3SU London Greater London",51.5021583,-0.0838331
"207","Albertine Wine Bar & Restaurant","1 Wood Lane","","London","Greater London","W12 7DP","1 Wood Lane  W12 7DP London Greater London",51.505475,-0.2246616
"208","Babuji","343 Kentish Town Road","","London","Greater London","NW5 2TJ","343 Kentish Town Road  NW5 2TJ London Greater London",51.5505889,-0.140923027066929
"209","Gustoso Ristorante Enoteca","35 Willow Place","","London","Greater London","SW1P 1JH","35 Willow Place  SW1P 1JH London Greater London",51.4936542,-0.1384599
"210","Goddards at Greenwich","22 King William Walk","","London","Greater London","SE10 9HU","22 King William Walk  SE10 9HU London Greater London",51.4813601,-0.00841199801951194
"211","Stanfords Coffee House","7 Mercer Walk","","London","Greater London","WC2H 9FA","7 Mercer Walk  WC2H 9FA London Greater London",51.5130063,-0.12535465
"212","spice e17 ","230 Hoe Street","","London","Greater London","E17 3AY","230 Hoe Street  E17 3AY London Greater London",51.5842406,-0.0194795969266967
"213","The Press Room","5 Claremont Road","","Surbiton","Greater London","KT6 4QR","5 Claremont Road  KT6 4QR Surbiton Greater London",51.3934255,-0.304544
"214","The Press Room","29 London Road","","Twickenham","Greater London","TW1 3SZ","29 London Road  TW1 3SZ Twickenham Greater London",51.4475521,-0.3288495
"215","Kata Japanese Restaurants","125 West Green Road","","London","Greater London","N15 5DE","125 West Green Road  N15 5DE London Greater London",51.5888066,-0.1018935
"216","The Lighterman","3 Granary Square","","London","Greater London","N1C 4BH","3 Granary Square  N1C 4BH London Greater London",51.53523715,-0.124397392072395
"217","Subway (Ealing Broadway)","5 Central Buildings the Broadway","","London","Greater London","W5 2NT","5 Central Buildings the Broadway  W5 2NT London Greater London",51.5147071,-0.3024649
"218","Sweet Shack","331 Northolt Road","","Harrow","Greater London","HA2 8JB","331 Northolt Road  HA2 8JB Harrow Greater London",51.5600837,-0.3588034
"219","bubala","65 Commercial Street","","London","Greater London","E1 6BD","65 Commercial Street  E1 6BD London Greater London",51.51779875,-0.0741539160670311
"220","lentil ","185 South Ealing Road","","London","Greater London","W5 4RH","185 South Ealing Road  W5 4RH London Greater London",51.4975692,-0.305322772778986
"221","SAATHI RESTAURANT LTD","142 Chase Side","","Enfield","Greater London","EN2 0QX","142 Chase Side  EN2 0QX Enfield Greater London",51.6613692,-0.0870646
"222","QBru Coffee","96 Kew Road","","Richmond","Greater London","TW9 2PQ","96 Kew Road  TW9 2PQ Richmond Greater London",51.46610235,-0.297776215641347
"223","Wafflemeister Wimbledon","28 The Broadway","","London","Greater London","SW19 1RE","28 The Broadway  SW19 1RE London Greater London",51.42011495,-0.204120678380378
"224","The Swan","22 High Street","Hampton Wick","Kingston upon Thames","Greater London","KT1 4DB","22 High Street Hampton Wick KT1 4DB Kingston upon Thames Greater London",51.41268,-0.310731618035999
"225","Taperia LTD","785-787","London Road","Thornton Heath","Greater London","CR7 6AW","785-787 London Road CR7 6AW Thornton Heath Greater London",51.394359,-0.1144462
"226","Enfield Garden Centre","Cattlegate Road","","Enfield","Greater London","EN2 9DX","Cattlegate Road  EN2 9DX Enfield Greater London",51.6873297,-0.1161989
"227","Harrow Garden Centre","Headstone Lane","","Harrow","Greater London","HA2 6NB","Headstone Lane  HA2 6NB Harrow Greater London",51.6027373,-0.3574806
"228","The Co-Dalston","584 Kingsland Road","","London","Greater London","E8 4AH","584 Kingsland Road  E8 4AH London Greater London",51.5455974,-0.0757839
"229","Chasing Dragon","123 High Street","","London","Greater London","NW10 4TR","123 High Street  NW10 4TR London Greater London",51.4849604,-0.405302864566839
"230","Tyme on the Waterfront","9 Higham Mews","","Northolt","Greater London","UB5 6FP","9 Higham Mews  UB5 6FP Northolt Greater London",51.5295015,-0.3784691
"231","PETEK RESTAURANT","96 Stroud Green Road","","London","Greater London","N4 3EN","96 Stroud Green Road  N4 3EN London Greater London",51.5684366,-0.1100482
"232","CAFE RODI","16 Blackhorse Lane","","London","Greater London","E17 6HJ","16 Blackhorse Lane  E17 6HJ London Greater London",51.5875722,-0.0401184332739487
"233","The Hope","48 West Street","","Carshalton","Greater London","SM5 2PR","48 West Street  SM5 2PR Carshalton Greater London",51.3683427,-0.1675275
"234","The Crown","174 Richmond Road","","Twickenham","Greater London","TW1 2NH","174 Richmond Road  TW1 2NH Twickenham Greater London",51.45126905,-0.318742595366604
"235","Canbury Arms","49 Canbury Park Road","","Kingston upon Thames","Greater London","KT2 6LQ","49 Canbury Park Road  KT2 6LQ Kingston upon Thames Greater London",51.41328555,-0.29654895241312
"236","Subway (Brixton)","10-12","Tunstall Road","London","Greater London","SW9 8BN","10-12 Tunstall Road SW9 8BN London Greater London",51.4626989,-0.1154627
"237","The Blue Lion","133 Gray's Inn Road","","London","Greater London","WC1X 8TU","133 Gray's Inn Road  WC1X 8TU London Greater London",51.52401685,-0.115752794602267
"238","Yumn Brasserie","69-71","South End","Croydon","Greater London","CR0 1BF","69-71 South End CR0 1BF Croydon Greater London",51.3653742,-0.0986618992365277
"239","DUKEM RESTAURANT BUTCHERS&DELICATESSEN","298 Clapham Road","","London","Greater London","SW9 9AE","298 Clapham Road  SW9 9AE London Greater London",51.4692606,-0.1261472
"240","Spice Village ","185-189","The Broadway","Southall","Greater London","UB1 1LX","185-189 The Broadway UB1 1LX Southall Greater London",51.5117345,-0.3815498
"241","Coriander","282 Uxbridge Road","","Pinner","Greater London","HA5 4HS","282 Uxbridge Road  HA5 4HS Pinner Greater London",51.603784,-0.3834033
"242","Courtroom Bar","209-211","Tooley Street","London","Greater London","SE1 2JX","209-211 Tooley Street SE1 2JX London Greater London",51.5033013,-0.0793657
"243","Provisioners Restaurant","209-211","Tooley Street","London","Greater London","SE1 2JX","209-211 Tooley Street SE1 2JX London Greater London",51.5033013,-0.0793657
"244","The Green Man Sunset Restaurant","168 Wickham Street","","Welling","Greater London","DA16 3NL","168 Wickham Street  DA16 3NL Welling Greater London",51.468652,0.0957712
"245","The Curry Manjill Restaurant","34 Englands Lane","","London","Greater London","NW3 4UE","34 Englands Lane  NW3 4UE London Greater London",51.5461066,-0.161881
"246","Adulis Eritrean Restaurant","44-46 Brixton Road","","London","Greater London","SW9 6BT","44-46 Brixton Road  SW9 6BT London Greater London",51.4794426,-0.1119094
"247","FAB HOUSE","258-260","High Street","Orpington","Greater London","BR6 0NB","258-260 High Street BR6 0NB Orpington Greater London",51.3821807,0.1074742
"248","loaded ig1 ltd","68 Cranbrook Road","","Ilford","Greater London","IG1 4NH","68 Cranbrook Road  IG1 4NH Ilford Greater London",51.5651771,0.0659683
"249","HOLIDAY INN EXPRESS WIMBLEDON SOUTH","Hotel","200 High Street Collier's Wood","London","Greater London","SW19 2BH","Hotel 200 High Street Collier's Wood SW19 2BH London Greater London",51.4177105,-0.1790682
"250","MAZ FOODS LTD","492 Hoe Street","","London","Greater London","E17 9AH","492 Hoe Street  E17 9AH London Greater London",51.5755756,-0.0137464377627457
"251","By The Bridge Cafè","283a","Kingsland Road","London","Greater London","E2 8AS","283a Kingsland Road E2 8AS London Greater London",51.5362593,-0.076881
"252","Zuaya London","35 Kensington High Street","","London","Greater London","W8 5BA","35 Kensington High Street  W8 5BA London Greater London",51.5020339,-0.189049487864602
"253","CHISOU SUSHI IZAKAYA","22 Woodstock Street","","London","Greater London","W1C 2AR","22 Woodstock Street  W1C 2AR London Greater London",51.51375185,-0.147230087887854
"254","CHISOU RESTAURANT","31 Beauchamp Place","","London","Greater London","SW3 1NU","31 Beauchamp Place  SW3 1NU London Greater London",51.4982647,-0.1663602
"255","LES FILLES","27 Craven Terrace","","London","Greater London","W2 3EL","27 Craven Terrace  W2 3EL London Greater London",51.5125781,-0.1783611
"256","LES FILLES KITCHEN","6 Norfolk Place","","London","Greater London","W2 1QN","6 Norfolk Place  W2 1QN London Greater London",51.5165039,-0.1718856
"257","North Pole restaurant ","131 Greenwich High Road","","London","Greater London","SE10 8JA","131 Greenwich High Road  SE10 8JA London Greater London",51.4742211,-0.0213937
"258","German Doner Kebab","16-18","High Street","Bromley","Greater London","BR1 1EA","16-18 High Street BR1 1EA Bromley Greater London",51.4005932,0.016888
"259","Comamos ","11-12 Suffolk House","George Street","Croydon","Greater London","CR0 1PE","11-12 Suffolk House George Street CR0 1PE Croydon Greater London",51.3741299,-0.0958811
"260","Wei Dao","103-105","High Street","Croydon","Greater London","CR0 1QG","103-105 High Street CR0 1QG Croydon Greater London",51.37043115,-0.0998251825861226
"261","Harpers","103 High Street","","West Wickham","Greater London","BR4 0LT","103 High Street  BR4 0LT West Wickham Greater London",51.3766529,-0.0192003
"262","Lansbury Heritage Hotel","117 Poplar High Street","","London","Greater London","E14 0AE","117 Poplar High Street  E14 0AE London Greater London",51.5091914,-0.0157041630000005
"263","Route Haggerston","Unit y, Reliance Wharf","Hertford Road","London","Greater London","N1 5ET","Unit y, Reliance Wharf Hertford Road N1 5ET London Greater London",51.5371972,-0.0790607
"264","Tex Ann","178 Kilburn High Road","","London","Greater London","NW6 4JD","178 Kilburn High Road  NW6 4JD London Greater London",51.54092775,-0.1964507
"265","E & C","33 Heygate Street","","London","Greater London","SE17 1AZ","33 Heygate Street  SE17 1AZ London Greater London",51.4924573,-0.0956116
"266","BA White city ","54 Wood Lane","","London","Greater London","W12 7RQ","54 Wood Lane  W12 7RQ London Greater London",51.5099498,-0.22389
"267","Southall ","187 Bilton Way","","Hayes","Greater London","UB3 3NF","187 Bilton Way  UB3 3NF Hayes Greater London",51.504751,-0.4080314
"268","80 CS","23 Howland Street","","London","Greater London","W1T 4AY","23 Howland Street  W1T 4AY London Greater London",51.5214314,-0.1374125
"269","BA Tottenham ","1 Jarrow Road","","London","Greater London","N17 9PP","1 Jarrow Road  N17 9PP London Greater London",51.5840927,-0.0598305
"270","Spice Village Croydon","45 Imperial Way","","Croydon","Greater London","CR0 4RR","45 Imperial Way  CR0 4RR Croydon Greater London",51.3582581,-0.1204146
"271","Jack and Beyond","606 Fulham Road","","London","Greater London","SW6 5RP","606 Fulham Road  SW6 5RP London Greater London",51.4806005,-0.1887003
"272","Rhythm Kitchen Ltd","257 Hoe Street","","London","Greater London","E17 9PT","257 Hoe Street  E17 9PT London Greater London",51.5811295222222,-0.0182629
"273","Rangrez ","32 Fulham Palace Road","","London","Greater London","W6 9PH","32 Fulham Palace Road  W6 9PH London Greater London",51.490912,-0.223916091243098
"274","Rangrez","79 New Broadway","","London","Greater London","W5 5AL","79 New Broadway  W5 5AL London Greater London",51.5125038,-0.3084084
"275","Oodles Chinese - Tooting","33 Upper Tooting Road","","London","Greater London","SW17 7TR","33 Upper Tooting Road  SW17 7TR London Greater London",51.4331775,-0.1634045
